time,location,co2,humidity,temperature,area,people_est
2025-04-24 09:30:00+00:00,보드,736.6666666666666,49.5,24.8,31.59,1.4
2025-04-24 09:30:00+00:00,안쪽벽 중앙,690.8786995939128,51.5,23.3,25.13,1.0
2025-04-24 09:30:00+00:00,입구,800.8,77.8125,15.156250000000002,109.21,5.8
2025-04-24 09:35:00+00:00,8인 책상,535.8,50.8,24.1,64.65,1.2
2025-04-24 09:35:00+00:00,보드,722.5,49.5,24.8,31.59,1.4
2025-04-24 09:35:00+00:00,입구,767.2,72.97368421052632,16.61052631578947,109.21,5.3
2025-04-24 09:40:00+00:00,8인 책상,528.75,51.0,24.1,64.65,1.1
2025-04-24 09:40:00+00:00,보드,716.0,49.5,24.666666666666668,31.59,1.3
2025-04-24 09:40:00+00:00,안쪽벽 중앙,687.9056857961153,51.0,23.3,25.13,1.0
2025-04-24 09:40:00+00:00,입구,751.6,83.02777777777777,13.56111111111111,109.21,5.1
2025-04-24 09:45:00+00:00,8인 책상,514.2,50.8,24.1,64.65,1.0
2025-04-24 09:45:00+00:00,보드,706.6666666666666,49.5,24.633333333333336,31.59,1.3
2025-04-24 09:45:00+00:00,입구,742.0,81.42105263157895,14.015789473684212,109.21,5.0
2025-04-24 09:50:00+00:00,8인 책상,530.8,50.5,24.1,64.65,1.1
2025-04-24 09:50:00+00:00,보드,708.6,49.5,24.62,31.59,1.3
2025-04-24 09:50:00+00:00,안쪽벽 중앙,687.9056857961153,51.0,23.3,25.13,1.0
2025-04-24 09:50:00+00:00,입구,734.8,70.60714285714286,17.400000000000002,109.21,4.9
2025-04-24 09:55:00+00:00,8인 책상,528.25,50.5,24.1,64.65,1.1
2025-04-24 09:55:00+00:00,보드,675.0,49.5,24.65,31.59,1.2
2025-04-24 09:55:00+00:00,입구,746.4,81.1842105263158,14.068421052631576,109.21,5.0
2025-04-24 10:00:00+00:00,8인 책상,520.0,50.5,24.1,64.65,1.0
2025-04-24 10:00:00+00:00,보드,695.25,49.5,24.525,31.59,1.2
2025-04-24 10:00:00+00:00,안쪽벽 중앙,690.8786995939128,51.5,23.3,25.13,1.0
2025-04-24 10:00:00+00:00,입구,743.3333333333334,76.08823529411765,15.7,109.21,5.0
2025-04-24 10:05:00+00:00,8인 책상,513.3333333333334,50.5,24.100000000000005,64.65,1.0
2025-04-24 10:05:00+00:00,보드,684.0,49.5,24.5,31.59,1.2
2025-04-24 10:05:00+00:00,입구,719.6666666666666,74.33333333333333,16.233333333333334,109.21,4.7
2025-04-24 10:10:00+00:00,8인 책상,514.1428571428571,50.5,24.099999999999998,64.65,1.0
2025-04-24 10:10:00+00:00,보드,682.6,49.5,24.6,31.59,1.2
2025-04-24 10:10:00+00:00,안쪽벽 중앙,687.9056857961153,51.0,23.3,25.13,1.0
2025-04-24 10:10:00+00:00,입구,711.8571428571429,71.84782608695652,16.91304347826087,109.21,4.5
2025-04-24 10:15:00+00:00,8인 책상,513.4,50.5,24.1,64.65,1.0
2025-04-24 10:15:00+00:00,보드,685.3333333333334,49.5,24.46666666666667,31.59,1.2
2025-04-24 10:15:00+00:00,입구,712.6666666666666,77.23684210526316,15.294736842105264,109.21,4.6
2025-04-24 10:20:00+00:00,8인 책상,495.8,50.5,24.1,64.65,0.8
2025-04-24 10:20:00+00:00,보드,677.6,49.5,24.52,31.59,1.2
2025-04-24 10:20:00+00:00,안쪽벽 중앙,684.3218281266487,51.0,23.2,25.13,1.0
2025-04-24 10:20:00+00:00,입구,737.0,79.375,14.62,109.21,4.9
2025-04-24 10:25:00+00:00,8인 책상,513.0,50.5,24.1,64.65,1.0
2025-04-24 10:25:00+00:00,보드,675.0,49.75,24.5,31.59,1.2
2025-04-24 10:25:00+00:00,입구,696.6,80.58823529411765,14.247058823529414,109.21,4.3
2025-04-24 10:30:00+00:00,8인 책상,497.0,50.5,24.1,64.65,0.8
2025-04-24 10:30:00+00:00,보드,666.0,49.5,24.4,31.59,1.1
2025-04-24 10:30:00+00:00,입구,665.0,74.5,16.1,109.21,3.9
2025-04-24 10:35:00+00:00,8인 책상,504.5,50.5,24.099999999999998,64.65,0.9
2025-04-24 10:35:00+00:00,보드,682.8333333333334,49.5,24.400000000000002,31.59,1.2
2025-04-24 10:35:00+00:00,안쪽벽 중앙,684.3218281266487,51.0,23.2,25.13,1.0
2025-04-24 10:35:00+00:00,입구,681.3,80.86111111111111,14.155555555555551,109.21,4.1
2025-04-24 10:40:00+00:00,8인 책상,493.6,50.5,24.0,64.65,0.8
2025-04-24 10:40:00+00:00,보드,656.0,49.5,24.366666666666664,31.59,1.1
2025-04-24 10:40:00+00:00,안쪽벽 중앙,681.3488143288513,50.5,23.2,25.13,0.9
2025-04-24 10:40:00+00:00,입구,690.2,74.33333333333333,16.093333333333337,109.21,4.2
2025-04-24 10:45:00+00:00,8인 책상,489.6,50.5,24.0,64.65,0.8
2025-04-24 10:45:00+00:00,보드,669.0,49.5,24.240000000000002,31.59,1.1
2025-04-24 10:45:00+00:00,입구,689.6,80.73529411764706,14.217647058823532,109.21,4.2
2025-04-24 10:50:00+00:00,8인 책상,494.8,50.5,24.0,64.65,0.8
2025-04-24 10:50:00+00:00,보드,651.5,49.5,24.3,31.59,1.1
2025-04-24 10:50:00+00:00,안쪽벽 중앙,680.7379704571821,51.0,23.1,25.13,0.9
2025-04-24 10:50:00+00:00,입구,675.2,77.46875,15.181250000000002,109.21,4.0
2025-04-24 10:55:00+00:00,8인 책상,506.4,50.5,24.0,64.65,0.9
2025-04-24 10:55:00+00:00,보드,647.2,49.5,24.259999999999998,31.59,1.0
2025-04-24 10:55:00+00:00,입구,671.2,76.08823529411765,15.576470588235296,109.21,3.9
2025-04-24 11:00:00+00:00,8인 책상,488.4,50.5,24.0,64.65,0.8
2025-04-24 11:00:00+00:00,보드,641.0,49.5,24.2,31.59,1.0
2025-04-24 11:00:00+00:00,안쪽벽 중앙,680.7379704571821,51.0,23.1,25.13,0.9
2025-04-24 11:00:00+00:00,입구,676.0,76.0,15.652941176470586,109.21,4.0
2025-04-24 11:05:00+00:00,8인 책상,498.0,50.5,24.0,64.65,0.8
2025-04-24 11:05:00+00:00,보드,629.25,49.625,24.3,31.59,1.0
2025-04-24 11:05:00+00:00,입구,674.6,77.46875,15.193750000000001,109.21,4.0
2025-04-24 11:10:00+00:00,8인 책상,499.0,50.5,24.0,64.65,0.9
2025-04-24 11:10:00+00:00,보드,632.6666666666666,50.0,24.233333333333334,31.59,1.0
2025-04-24 11:10:00+00:00,안쪽벽 중앙,680.7379704571821,51.0,23.1,25.13,0.9
2025-04-24 11:10:00+00:00,입구,671.1666666666666,74.47222222222223,16.088888888888892,109.21,3.9
2025-04-24 11:15:00+00:00,8인 책상,498.2,50.5,24.0,64.65,0.8
2025-04-24 11:15:00+00:00,보드,635.0,49.875,24.25,31.59,1.0
2025-04-24 11:15:00+00:00,입구,654.0,80.61764705882354,14.223529411764707,109.21,3.7
2025-04-24 11:20:00+00:00,8인 책상,504.2,50.5,24.0,64.65,0.9
2025-04-24 11:20:00+00:00,보드,626.3333333333334,50.0,24.2,31.59,1.0
2025-04-24 11:20:00+00:00,안쪽벽 중앙,684.3218281266487,51.0,23.2,25.13,1.0
2025-04-24 11:20:00+00:00,입구,663.3333333333334,76.84210526315789,15.336842105263157,109.21,3.8
2025-04-24 11:25:00+00:00,8인 책상,511.0,50.5,24.0,64.65,1.0
2025-04-24 11:25:00+00:00,보드,615.25,49.875,24.15,31.59,0.9
2025-04-24 11:25:00+00:00,입구,667.2,78.75,14.716666666666669,109.21,3.9
2025-04-24 11:30:00+00:00,8인 책상,537.4,50.5,24.02,64.65,1.2
2025-04-24 11:30:00+00:00,보드,620.0,50.0,24.066666666666666,31.59,0.9
2025-04-24 11:30:00+00:00,안쪽벽 중앙,680.7379704571821,51.0,23.1,25.13,0.9
2025-04-24 11:30:00+00:00,입구,653.6,72.6875,16.65625,109.21,3.7
2025-04-24 11:35:00+00:00,8인 책상,551.8,50.5,24.1,64.65,1.3
2025-04-24 11:35:00+00:00,보드,623.2,50.0,24.140000000000004,31.59,0.9
2025-04-24 11:35:00+00:00,입구,668.8333333333334,71.35,16.944999999999997,109.21,3.9
2025-04-24 11:40:00+00:00,8인 책상,564.0,50.5,24.1,64.65,1.4
2025-04-24 11:40:00+00:00,보드,628.0,50.0,24.03333333333333,31.59,1.0
2025-04-24 11:40:00+00:00,안쪽벽 중앙,687.9056857961153,51.0,23.3,25.13,1.0
2025-04-24 11:40:00+00:00,입구,651.0,75.7,15.634999999999996,109.21,3.7
2025-04-24 11:45:00+00:00,8인 책상,553.0,50.5,24.1,64.65,1.3
2025-04-24 11:45:00+00:00,보드,608.5,50.0,24.15,31.59,0.9
2025-04-24 11:45:00+00:00,입구,686.8,75.79411764705883,15.641176470588235,109.21,4.2
2025-04-24 11:50:00+00:00,8인 책상,546.8,50.5,24.18,64.65,1.3
2025-04-24 11:50:00+00:00,보드,614.8,50.0,24.060000000000002,31.59,0.9
2025-04-24 11:50:00+00:00,안쪽벽 중앙,684.3218281266487,51.0,23.2,25.13,1.0
2025-04-24 11:50:00+00:00,입구,708.0,75.70588235294117,15.67647058823529,109.21,4.5
2025-04-24 11:55:00+00:00,8인 책상,554.25,50.5,24.2,64.65,1.3
2025-04-24 11:55:00+00:00,보드,606.0,50.0,24.03333333333333,31.59,0.9
2025-04-24 11:55:00+00:00,입구,690.2,80.67647058823529,14.164705882352944,109.21,4.2
2025-04-24 12:00:00+00:00,8인 책상,547.0,50.5,24.2,64.65,1.3
2025-04-24 12:00:00+00:00,보드,609.75,50.0,24.049999999999997,31.59,0.9
2025-04-24 12:00:00+00:00,안쪽벽 중앙,684.3218281266487,51.0,23.2,25.13,1.0
2025-04-24 12:00:00+00:00,입구,704.3333333333334,75.88235294117646,15.71176470588235,109.21,4.4
2025-04-24 12:05:00+00:00,8인 책상,550.0,50.5,24.174999999999997,64.65,1.3
2025-04-24 12:05:00+00:00,보드,590.5,50.0,24.0,31.59,0.8
2025-04-24 12:05:00+00:00,입구,703.0,75.625,15.700000000000003,109.21,4.4
2025-04-24 12:10:00+00:00,8인 책상,546.0,50.5,24.18,64.65,1.3
2025-04-24 12:10:00+00:00,보드,595.0,50.0,24.0,31.59,0.8
2025-04-24 12:10:00+00:00,안쪽벽 중앙,680.7379704571821,51.0,23.1,25.13,0.9
2025-04-24 12:10:00+00:00,입구,716.2,77.78125,15.056250000000002,109.21,4.6
2025-04-24 12:15:00+00:00,8인 책상,554.8,50.6,24.2,64.65,1.3
2025-04-24 12:15:00+00:00,보드,606.0,50.0,23.9,31.59,0.9
2025-04-24 12:15:00+00:00,입구,711.3333333333334,81.23684210526316,14.063157894736845,109.21,4.5
2025-04-24 12:20:00+00:00,8인 책상,563.0,51.0,24.2,64.65,1.4
2025-04-24 12:20:00+00:00,보드,596.5,50.0,24.0,31.59,0.8
2025-04-24 12:20:00+00:00,입구,721.5,66.26923076923077,18.63846153846154,109.21,4.7
2025-04-24 12:25:00+00:00,8인 책상,560.5,51.0,24.2,64.65,1.4
2025-04-24 12:25:00+00:00,보드,594.3333333333334,50.0,23.899999999999995,31.59,0.8
2025-04-24 12:25:00+00:00,안쪽벽 중앙,684.3218281266487,51.0,23.2,25.13,1.0
2025-04-24 12:25:00+00:00,입구,725.0,82.8125,13.512500000000003,109.21,4.7
2025-04-24 12:30:00+00:00,8인 책상,556.8571428571429,50.214285714285715,24.199999999999996,64.65,1.4
2025-04-24 12:30:00+00:00,보드,593.5,50.0,23.849999999999998,31.59,0.8
2025-04-24 12:30:00+00:00,안쪽벽 중앙,680.7379704571821,51.0,23.1,25.13,0.9
2025-04-24 12:30:00+00:00,입구,726.8888888888889,70.875,17.20416666666666,109.21,4.8
2025-04-24 12:35:00+00:00,8인 책상,570.0,50.0,24.22,64.65,1.5
2025-04-24 12:35:00+00:00,보드,596.6666666666666,50.0,23.933333333333334,31.59,0.8
2025-04-24 12:35:00+00:00,입구,683.0,87.45,12.055000000000003,109.21,4.1
2025-04-24 12:40:00+00:00,8인 책상,566.6,48.6,24.240000000000002,64.65,1.4
2025-04-24 12:40:00+00:00,보드,589.0,50.0,23.9,31.59,0.8
2025-04-24 12:40:00+00:00,안쪽벽 중앙,684.3218281266487,51.0,23.2,25.13,1.0
2025-04-24 12:40:00+00:00,입구,666.6,70.97058823529412,17.000000000000004,109.21,3.9
2025-04-24 12:45:00+00:00,8인 책상,553.0,47.6,24.279999999999998,64.65,1.3
2025-04-24 12:45:00+00:00,보드,595.6666666666666,50.0,23.8,31.59,0.8
2025-04-24 12:45:00+00:00,입구,668.6,73.4,16.180000000000003,109.21,3.9
2025-04-24 12:50:00+00:00,8인 책상,541.2,46.0,24.3,64.65,1.2
2025-04-24 12:50:00+00:00,보드,583.3333333333334,50.0,23.8,31.59,0.8
2025-04-24 12:50:00+00:00,안쪽벽 중앙,680.7379704571821,51.0,23.1,25.13,0.9
2025-04-24 12:50:00+00:00,입구,649.5,78.0,14.700000000000001,109.21,3.6
2025-04-24 12:55:00+00:00,8인 책상,531.6,44.7,24.3,64.65,1.1
2025-04-24 12:55:00+00:00,보드,586.6,50.0,23.839999999999996,31.59,0.8
2025-04-24 12:55:00+00:00,입구,659.3333333333334,70.26470588235294,17.029411764705884,109.21,3.8
2025-04-24 13:00:00+00:00,8인 책상,526.2,43.8,24.3,64.65,1.1
2025-04-24 13:00:00+00:00,보드,579.5,49.75,23.85,31.59,0.8
2025-04-24 13:00:00+00:00,안쪽벽 중앙,680.7379704571821,51.0,23.1,25.13,0.9
2025-04-24 13:00:00+00:00,입구,649.8,76.53125,15.118750000000002,109.21,3.6
2025-04-24 13:05:00+00:00,8인 책상,525.5,42.875,24.3,64.65,1.1
2025-04-24 13:05:00+00:00,보드,592.0,50.0,23.899999999999995,31.59,0.8
2025-04-24 13:05:00+00:00,입구,655.0,80.96428571428571,13.707142857142859,109.21,3.7
2025-04-24 13:10:00+00:00,8인 책상,522.0,42.25,24.3,64.65,1.1
2025-04-24 13:10:00+00:00,보드,573.5,49.75,23.825,31.59,0.7
2025-04-24 13:10:00+00:00,안쪽벽 중앙,684.3218281266487,51.0,23.2,25.13,1.0
2025-04-24 13:10:00+00:00,입구,645.6666666666666,76.95238095238095,14.914285714285711,109.21,3.6
2025-04-24 13:15:00+00:00,8인 책상,519.0,41.5,24.3,64.65,1.0
2025-04-24 13:15:00+00:00,보드,567.25,49.5,23.874999999999996,31.59,0.7
2025-04-24 13:15:00+00:00,입구,650.2,79.0,14.194117647058825,109.21,3.6
2025-04-24 13:20:00+00:00,8인 책상,533.8,41.9,24.3,64.65,1.2
2025-04-24 13:20:00+00:00,보드,583.5,49.5,23.8,31.59,0.8
2025-04-24 13:20:00+00:00,안쪽벽 중앙,677.7649566593847,50.5,23.1,25.13,0.9
2025-04-24 13:20:00+00:00,입구,649.8,74.08823529411765,15.517647058823528,109.21,3.6
2025-04-24 13:25:00+00:00,8인 책상,537.0,41.3,24.339999999999996,64.65,1.2
2025-04-24 13:25:00+00:00,보드,582.25,49.5,23.8,31.59,0.8
2025-04-24 13:25:00+00:00,입구,619.8,72.08333333333333,16.072222222222223,109.21,3.2
2025-04-24 13:30:00+00:00,8인 책상,540.2,40.5,24.32,64.65,1.2
2025-04-24 13:30:00+00:00,보드,579.6666666666666,49.5,23.833333333333332,31.59,0.8
2025-04-24 13:30:00+00:00,안쪽벽 중앙,681.3488143288513,50.5,23.2,25.13,0.9
2025-04-24 13:30:00+00:00,입구,604.2,75.97222222222223,14.688888888888888,109.21,3.0
2025-04-24 13:35:00+00:00,8인 책상,532.2,40.1,24.3,64.65,1.1
2025-04-24 13:35:00+00:00,보드,575.3333333333334,49.333333333333336,23.733333333333334,31.59,0.7
2025-04-24 13:35:00+00:00,입구,608.5,74.3157894736842,15.110526315789475,109.21,3.0
2025-04-24 13:40:00+00:00,8인 책상,514.6,39.3,24.3,64.65,1.0
2025-04-24 13:40:00+00:00,보드,575.6666666666666,49.0,23.8,31.59,0.7
2025-04-24 13:40:00+00:00,안쪽벽 중앙,677.7649566593847,50.5,23.1,25.13,0.9
2025-04-24 13:40:00+00:00,입구,618.0,71.2,16.053333333333335,109.21,3.2
2025-04-24 13:45:00+00:00,8인 책상,507.8,37.8,24.3,64.65,0.9
2025-04-24 13:45:00+00:00,보드,577.5,48.625,23.8,31.59,0.7
2025-04-24 13:45:00+00:00,입구,602.6,77.8529411764706,14.082352941176474,109.21,3.0
2025-04-24 13:50:00+00:00,8인 책상,495.6,36.5,24.3,64.65,0.8
2025-04-24 13:50:00+00:00,보드,568.0,48.75,23.75,31.59,0.7
2025-04-24 13:50:00+00:00,안쪽벽 중앙,681.3488143288513,50.5,23.2,25.13,0.9
2025-04-24 13:50:00+00:00,입구,612.7142857142857,72.625,15.554999999999998,109.21,3.1
2025-04-24 13:55:00+00:00,8인 책상,481.6,35.7,24.240000000000002,64.65,0.7
2025-04-24 13:55:00+00:00,보드,560.0,48.5,23.720000000000002,31.59,0.7
2025-04-24 13:55:00+00:00,입구,617.0,72.94117647058823,15.594117647058825,109.21,3.2
2025-04-24 14:00:00+00:00,8인 책상,487.8,34.7,24.2,64.65,0.8
2025-04-24 14:00:00+00:00,보드,560.5,48.25,23.7,31.59,0.7
2025-04-24 14:00:00+00:00,안쪽벽 중앙,671.8189290637896,49.5,23.1,25.13,0.9
2025-04-24 14:00:00+00:00,입구,641.5,75.77777777777777,14.616666666666665,109.21,3.5
2025-04-24 14:05:00+00:00,8인 책상,476.2,34.6,24.2,64.65,0.7
2025-04-24 14:05:00+00:00,보드,554.5,48.0,23.7,31.59,0.7
2025-04-24 14:05:00+00:00,입구,633.4,77.79411764705883,14.05294117647059,109.21,3.4
2025-04-24 14:10:00+00:00,8인 책상,486.6,34.0,24.2,64.65,0.7
2025-04-24 14:10:00+00:00,보드,556.6666666666666,47.666666666666664,23.7,31.59,0.7
2025-04-24 14:10:00+00:00,안쪽벽 중앙,671.8189290637896,49.5,23.1,25.13,0.9
2025-04-24 14:10:00+00:00,입구,631.4285714285714,69.13157894736842,16.499999999999996,109.21,3.4
2025-04-24 14:15:00+00:00,8인 책상,479.8,33.5,24.2,64.65,0.7
2025-04-24 14:15:00+00:00,보드,541.5,47.5,23.7,31.59,0.6
2025-04-24 14:15:00+00:00,입구,629.2,71.13333333333334,15.953333333333337,109.21,3.3
2025-04-24 14:20:00+00:00,8인 책상,489.4,33.1,24.18,64.65,0.8
2025-04-24 14:20:00+00:00,보드,549.5,47.5,23.674999999999997,31.59,0.6
2025-04-24 14:20:00+00:00,안쪽벽 중앙,668.8459152659922,49.0,23.1,25.13,0.9
2025-04-24 14:20:00+00:00,입구,634.4,77.73529411764706,14.088235294117649,109.21,3.4
2025-04-24 14:25:00+00:00,8인 책상,475.4,33.2,24.1,64.65,0.6
2025-04-24 14:25:00+00:00,보드,534.5,47.25,23.65,31.59,0.6
2025-04-24 14:25:00+00:00,입구,646.4,72.6470588235294,15.6,109.21,3.6
2025-04-24 14:30:00+00:00,8인 책상,484.0,32.8,24.1,64.65,0.7
2025-04-24 14:30:00+00:00,보드,529.6666666666666,47.0,23.600000000000005,31.59,0.5
2025-04-24 14:30:00+00:00,안쪽벽 중앙,665.8729014681948,48.5,23.1,25.13,0.9
2025-04-24 14:30:00+00:00,입구,646.4,69.625,16.4375,109.21,3.6
2025-04-24 14:35:00+00:00,8인 책상,478.0,32.6,24.1,64.65,0.7
2025-04-24 14:35:00+00:00,보드,539.6666666666666,47.0,23.600000000000005,31.59,0.6
2025-04-24 14:35:00+00:00,입구,644.2,72.91176470588235,15.523529411764704,109.21,3.6
2025-04-24 14:40:00+00:00,8인 책상,482.6,32.6,24.080000000000002,64.65,0.7
2025-04-24 14:40:00+00:00,보드,540.0,46.833333333333336,23.600000000000005,31.59,0.6
2025-04-24 14:40:00+00:00,안쪽벽 중앙,670.0676030093306,48.0,23.3,25.13,0.9
2025-04-24 14:40:00+00:00,입구,652.2,78.34210526315789,13.931578947368424,109.21,3.7
2025-04-24 14:45:00+00:00,8인 책상,487.8,32.3,24.02,64.65,0.8
2025-04-24 14:45:00+00:00,보드,534.5,46.5,23.6,31.59,0.6
2025-04-24 14:45:00+00:00,입구,632.3333333333334,73.8157894736842,15.1,109.21,3.4
2025-04-24 14:50:00+00:00,8인 책상,494.3333333333333,32.5,24.066666666666666,64.65,0.8
2025-04-24 14:50:00+00:00,보드,533.3333333333334,46.5,23.666666666666668,31.59,0.6
2025-04-24 14:50:00+00:00,안쪽벽 중앙,662.8998876703973,48.0,23.1,25.13,0.9
2025-04-24 14:50:00+00:00,입구,641.4,70.66666666666667,15.993333333333334,109.21,3.5
2025-04-24 14:55:00+00:00,8인 책상,492.2,32.5,24.080000000000002,64.65,0.8
2025-04-24 14:55:00+00:00,보드,523.0,46.5,23.55,31.59,0.5
2025-04-24 14:55:00+00:00,입구,634.0,70.33333333333333,16.053333333333335,109.21,3.4
2025-04-24 15:00:00+00:00,8인 책상,489.0,31.6,23.940000000000005,64.65,0.8
2025-04-24 15:00:00+00:00,보드,513.3333333333334,46.333333333333336,23.566666666666666,31.59,0.5
2025-04-24 15:00:00+00:00,안쪽벽 중앙,659.9268738725999,47.5,23.1,25.13,0.9
2025-04-24 15:00:00+00:00,입구,630.0,74.0625,14.912500000000001,109.21,3.3
2025-04-24 15:05:00+00:00,8인 책상,471.4,31.0,23.88,64.65,0.6
2025-04-24 15:05:00+00:00,보드,521.3333333333334,45.5,23.633333333333336,31.59,0.5
2025-04-24 15:05:00+00:00,입구,637.2,74.15625,14.98125,109.21,3.5
2025-04-24 15:10:00+00:00,8인 책상,477.4,31.0,23.9,64.65,0.7
2025-04-24 15:10:00+00:00,보드,515.0,45.5,23.6,31.59,0.5
2025-04-24 15:10:00+00:00,안쪽벽 중앙,656.9538600748025,47.0,23.1,25.13,0.9
2025-04-24 15:10:00+00:00,입구,647.2,70.23333333333333,16.026666666666667,109.21,3.6
2025-04-24 15:15:00+00:00,8인 책상,479.0,31.0,23.9,64.65,0.7
2025-04-24 15:15:00+00:00,보드,516.0,45.5,23.53333333333333,31.59,0.5
2025-04-24 15:15:00+00:00,입구,628.3333333333334,73.52631578947368,15.057894736842107,109.21,3.3
2025-04-24 15:20:00+00:00,8인 책상,485.2,30.9,23.880000000000003,64.65,0.7
2025-04-24 15:20:00+00:00,보드,521.0,45.5,23.55,31.59,0.5
