co2,humidity,temperature,co2_per_area,cluster,co2_status,cluster_label
484.8,23.0,24.78,7.498839907192575,2,CO2 양호,최적 쾌적
706.0,37.166666666666664,25.133333333333336,22.348844571066792,2,CO2 양호,최적 쾌적
745.0,29.125,23.125,6.82171962274517,2,CO2 양호,최적 쾌적
497.8,23.0,24.78,7.699922660479505,2,CO2 양호,최적 쾌적
700.0,37.0,25.1,22.158911047799936,2,CO2 양호,최적 쾌적
711.3333333333334,37.0,25.100000000000005,22.517674369526222,2,CO2 양호,최적 쾌적
728.6666666666666,29.0,23.233333333333334,6.672160669047401,2,CO2 양호,최적 쾌적
535.0,23.0,24.82,8.275328692962104,2,CO2 양호,최적 쾌적
727.5,29.0,23.25,6.661477886640418,2,CO2 양호,최적 쾌적
495.6,23.0,24.9,7.665893271461717,2,CO2 양호,최적 쾌적
712.0,37.0,25.1,22.53877809433365,2,CO2 양호,최적 쾌적
492.8,23.0,24.9,7.622583139984531,2,CO2 양호,최적 쾌적
715.6666666666666,36.833333333333336,25.066666666666663,22.654848580774505,2,CO2 양호,최적 쾌적
710.3333333333334,29.166666666666668,23.333333333333332,6.504288374080518,2,CO2 양호,최적 쾌적
496.6,23.0,24.9,7.681361175560712,2,CO2 양호,최적 쾌적
737.5,36.75,25.15,23.34599556821779,2,CO2 양호,최적 쾌적
667.5,29.0,23.4,6.112077648566982,2,CO2 양호,최적 쾌적
492.6,23.0,24.9,7.619489559164733,2,CO2 양호,최적 쾌적
692.0,36.5,25.100000000000005,21.905666350110796,2,CO2 양호,최적 쾌적
630.3333333333334,28.666666666666668,23.366666666666664,5.7717547233159365,2,CO2 양호,최적 쾌적
602.0,28.5,23.299999999999997,5.51231572200348,2,CO2 양호,최적 쾌적
671.0,36.5,25.066666666666663,21.240899018676796,2,CO2 양호,최적 쾌적
470.2,23.0,24.78,7.273008507347254,2,CO2 양호,최적 쾌적
465.0,23.0,24.725,7.192575406032482,2,CO2 양호,최적 쾌적
659.3333333333334,36.166666666666664,25.066666666666663,20.871583834546797,2,CO2 양호,최적 쾌적
586.0,28.166666666666668,23.366666666666664,5.365808991850564,2,CO2 양호,최적 쾌적
455.2,23.0,24.8,7.040989945862335,2,CO2 양호,최적 쾌적
644.0,35.75,25.1,20.38619816397594,2,CO2 양호,최적 쾌적
579.0,28.0,23.4,5.301712297408662,2,CO2 양호,최적 쾌적
462.0,23.0,24.8,7.146171693735498,2,CO2 양호,최적 쾌적
641.75,35.75,25.1,20.314973092750872,2,CO2 양호,최적 쾌적
565.3333333333334,28.0,23.433333333333337,5.176571132069713,2,CO2 양호,최적 쾌적
553.5,28.0,23.45,5.068217196227452,2,CO2 양호,최적 쾌적
472.8,23.0,24.82,7.31322505800464,2,CO2 양호,최적 쾌적
630.0,35.5,25.05,19.943019943019944,2,CO2 양호,최적 쾌적
479.2,23.0,24.860000000000003,7.4122196442382045,2,CO2 양호,최적 쾌적
638.0,35.5,25.1,20.196264640709085,2,CO2 양호,최적 쾌적
542.0,27.3,23.440000000000005,4.962915483930043,2,CO2 양호,최적 쾌적
470.0,23.0,24.8,7.269914926527455,2,CO2 양호,최적 쾌적
638.5,35.5,25.05,20.212092434314656,2,CO2 양호,최적 쾌적
527.0,27.5,23.4,4.825565424411685,2,CO2 양호,최적 쾌적
526.6,27.6,23.42,4.821902756157861,2,CO2 양호,최적 쾌적
493.25,23.0,24.85,7.629543696829079,2,CO2 양호,최적 쾌적
622.0,35.333333333333336,25.100000000000005,19.6897752453308,2,CO2 양호,최적 쾌적
533.5,27.0,23.4,4.885083783536307,2,CO2 양호,최적 쾌적
628.5,35.75,25.1,19.89553656220323,2,CO2 양호,최적 쾌적
494.0,23.0,24.9,7.641144624903325,2,CO2 양호,최적 쾌적
515.0,23.0,24.9,7.965970610982211,2,CO2 양호,최적 쾌적
636.0,35.5,25.1,20.1329534662868,2,CO2 양호,최적 쾌적
547.0,27.5,23.4,5.00869883710283,2,CO2 양호,최적 쾌적
557.6666666666666,26.666666666666668,23.366666666666664,5.106369990538107,2,CO2 양호,최적 쾌적
506.6,23.0,24.9,7.836040216550657,2,CO2 양호,최적 쾌적
626.3333333333334,35.0,25.100000000000005,19.826949456579086,2,CO2 양호,최적 쾌적
622.0,35.5,25.1,19.6897752453308,2,CO2 양호,최적 쾌적
562.3333333333334,27.0,23.399999999999995,5.1491011201660415,2,CO2 양호,최적 쾌적
503.8,23.0,24.9,7.792730085073472,2,CO2 양호,최적 쾌적
609.25,26.875,23.4,5.57870158410402,2,CO2 양호,최적 쾌적
507.2,23.0,24.9,7.845320959010054,2,CO2 양호,최적 쾌적
607.25,34.875,25.075000000000003,19.222855333966447,2,CO2 양호,최적 쾌적
569.6,23.0,24.9,8.810518174787315,2,CO2 양호,최적 쾌적
601.0,35.0,25.0,19.025007913896804,2,CO2 양호,최적 쾌적
610.5,26.5,23.4,5.590147422397217,2,CO2 양호,최적 쾌적
581.2,23.0,24.9,8.989945862335654,2,CO2 양호,최적 쾌적
599.0,34.833333333333336,25.03333333333333,18.96169673947452,2,CO2 양호,최적 쾌적
578.6666666666666,25.666666666666668,23.366666666666664,5.29866007386381,2,CO2 양호,최적 쾌적
581.6,23.0,24.9,8.99613302397525,2,CO2 양호,최적 쾌적
596.0,34.75,24.95,18.86672997784109,2,CO2 양호,최적 쾌적
615.5,25.75,23.3,5.635930775570003,2,CO2 양호,최적 쾌적
578.6666666666666,25.666666666666668,23.266666666666666,5.29866007386381,2,CO2 양호,최적 쾌적
592.3333333333334,34.166666666666664,24.933333333333337,18.750659491400235,2,CO2 양호,최적 쾌적
570.2,23.0,24.9,8.819798917246713,2,CO2 양호,최적 쾌적
554.2,23.0,24.9,8.5723124516628,2,CO2 양호,최적 쾌적
592.0,33.75,24.9,18.74010762899652,2,CO2 양호,최적 쾌적
597.0,26.25,23.25,5.466532368830693,2,CO2 양호,최적 쾌적
551.6,23.0,24.9,8.532095901005412,2,CO2 양호,최적 쾌적
584.0,34.0,24.9,18.486862931307375,2,CO2 양호,최적 쾌적
618.5,26.625,23.325,5.663400787473675,2,CO2 양호,최적 쾌적
527.6,23.0,24.92,8.160866202629544,2,CO2 양호,최적 쾌적
594.6666666666666,34.0,24.866666666666664,18.824522528226233,2,CO2 양호,최적 쾌적
637.5,27.25,23.3,5.837377529530263,2,CO2 양호,최적 쾌적
663.4,28.2,23.4,6.074535298965296,2,CO2 양호,최적 쾌적
566.4,23.0,24.9,8.761020881670532,2,CO2 양호,최적 쾌적
618.0,33.5,24.8,19.56315289648623,2,CO2 양호,최적 쾌적
568.0,23.0,24.92,8.785769528228924,2,CO2 양호,최적 쾌적
578.0,33.5,24.866666666666664,18.29692940804052,2,CO2 양호,최적 쾌적
681.5,28.5,23.4,6.240271037450783,2,CO2 양호,최적 쾌적
692.0,28.666666666666668,23.5,6.336416079113635,2,CO2 양호,최적 쾌적
550.6,23.0,24.9,8.516627996906418,2,CO2 양호,최적 쾌적
579.0,33.25,24.8,18.328584995251664,2,CO2 양호,최적 쾌적
528.2,23.0,24.9,8.170146945088941,2,CO2 양호,최적 쾌적
589.6666666666666,33.166666666666664,24.766666666666666,18.666244592170518,2,CO2 양호,최적 쾌적
710.0,29.25,23.549999999999997,6.501236150535665,2,CO2 양호,최적 쾌적
543.5,23.0,24.9,8.406805877803556,2,CO2 양호,최적 쾌적
589.0,33.25,24.8,18.64514086736309,2,CO2 양호,최적 쾌적
710.0,29.666666666666668,23.566666666666663,6.501236150535665,2,CO2 양호,최적 쾌적
720.3333333333334,30.0,23.633333333333336,6.595855080426091,2,CO2 양호,최적 쾌적
542.6666666666666,23.0,24.96666666666667,8.393915957721061,2,CO2 양호,최적 쾌적
590.6666666666666,33.5,24.733333333333334,18.69790017938166,2,CO2 양호,최적 쾌적
526.4,23.0,25.0,8.142304717710749,2,CO2 양호,최적 쾌적
565.6666666666666,33.5,24.8,17.906510499103092,2,CO2 양호,최적 쾌적
745.5,30.0,23.700000000000003,6.826297958062449,2,CO2 양호,최적 쾌적
535.2,23.0,24.98,8.278422273781903,2,CO2 양호,최적 쾌적
586.6666666666666,33.5,24.733333333333334,18.57127783053709,2,CO2 양호,최적 쾌적
717.6666666666666,30.0,23.733333333333334,6.571437292067271,2,CO2 양호,최적 쾌적
716.3333333333334,30.0,23.8,6.559228397887862,2,CO2 양호,최적 쾌적
527.8,23.0,25.0,8.163959783449341,2,CO2 양호,최적 쾌적
585.5,33.5,24.75,18.53434631212409,2,CO2 양호,최적 쾌적
583.3333333333334,33.5,24.8,18.46575920649995,2,CO2 양호,최적 쾌적
714.5,30.5,23.8,6.542441168391173,2,CO2 양호,최적 쾌적
536.2,23.0,25.0,8.293890177880897,2,CO2 양호,최적 쾌적
522.0,23.0,25.0,8.074245939675173,2,CO2 양호,최적 쾌적
592.6666666666666,33.666666666666664,24.8,18.761211353803944,2,CO2 양호,최적 쾌적
724.0,31.166666666666668,23.666666666666668,6.629429539419467,2,CO2 양호,최적 쾌적
517.8,23.0,25.0,8.009280742459396,2,CO2 양호,최적 쾌적
591.75,33.625,24.75,18.732193732193732,2,CO2 양호,최적 쾌적
748.3333333333334,31.666666666666668,23.7,6.852241858193695,2,CO2 양호,최적 쾌적
555.2,23.0,25.0,8.587780355761794,2,CO2 양호,최적 쾌적
611.5,33.5,24.85,19.3573915796138,2,CO2 양호,최적 쾌적
747.0,32.5,23.633333333333336,6.840032964014285,2,CO2 양호,최적 쾌적
757.0,32.833333333333336,23.666666666666668,6.931599670359858,2,CO2 양호,최적 쾌적
594.4,23.0,25.04,9.19412219644238,2,CO2 양호,최적 쾌적
606.5,33.75,24.8,19.19911364355809,2,CO2 양호,최적 쾌적
747.3333333333334,33.0,23.600000000000005,6.843085187559137,2,CO2 양호,최적 쾌적
566.4,23.0,25.0,8.761020881670532,2,CO2 양호,최적 쾌적
614.25,33.75,24.7,19.444444444444443,2,CO2 양호,최적 쾌적
568.75,23.25,25.0,8.79737045630317,2,CO2 양호,최적 쾌적
630.5,33.5,24.7,19.958847736625515,2,CO2 양호,최적 쾌적
771.0,33.5,23.6,7.05979305924366,2,CO2 양호,최적 쾌적
762.0,33.5,23.7,6.977383023532644,2,CO2 양호,최적 쾌적
579.0,23.5,25.0,8.955916473317865,2,CO2 양호,최적 쾌적
619.0,33.5,24.8,19.594808483697374,2,CO2 양호,최적 쾌적
779.75,33.625,23.6,7.1399139272960355,2,CO2 양호,최적 쾌적
562.25,23.0,25.025,8.696829079659706,2,CO2 양호,최적 쾌적
616.5,33.25,24.7,19.515669515669515,2,CO2 양호,최적 쾌적
785.0,34.2,23.58,7.187986448127461,2,CO2 양호,최적 쾌적
535.4,23.0,25.02,8.2815158546017,2,CO2 양호,최적 쾌적
614.5,33.5,24.7,19.45235834124723,2,CO2 양호,최적 쾌적
541.0,23.0,25.06,8.36813611755607,2,CO2 양호,최적 쾌적
624.0,33.5,24.766666666666666,19.753086419753085,2,CO2 양호,최적 쾌적
807.6666666666666,34.5,23.53333333333333,7.395537649177426,2,CO2 양호,최적 쾌적
551.0,23.1,25.08,8.522815158546017,2,CO2 양호,최적 쾌적
634.5,33.0,24.6,20.085470085470085,2,CO2 양호,최적 쾌적
802.75,34.5,23.55,7.350517351890853,2,CO2 양호,최적 쾌적
635.0,33.375,24.65,20.101297879075656,2,CO2 양호,최적 쾌적
583.0,23.7,25.1,9.017788089713843,2,CO2 양호,최적 쾌적
824.0,34.5,23.55,7.545096602875195,2,CO2 양호,최적 쾌적
834.0,34.5,23.600000000000005,7.636663309220768,2,CO2 양호,최적 쾌적
590.2,23.7,25.1,9.129156999226606,2,CO2 양호,최적 쾌적
626.2,33.5,24.68,19.822728711617604,2,CO2 양호,최적 쾌적
831.3333333333334,35.0,23.566666666666663,7.612245520861949,2,CO2 양호,최적 쾌적
582.2,24.3,25.1,9.005413766434648,2,CO2 양호,최적 쾌적
626.5,33.25,24.65,19.832225387780944,2,CO2 양호,최적 쾌적
822.25,35.0,23.65,7.52907242926472,2,CO2 양호,최적 쾌적
595.8,24.4,25.1,9.215777262180973,2,CO2 양호,최적 쾌적
618.5,33.25,24.674999999999997,19.5789806900918,2,CO2 양호,최적 쾌적
852.5,35.0,23.6,7.806061715960078,2,CO2 양호,최적 쾌적
644.0,33.25,24.7,20.38619816397594,2,CO2 양호,최적 쾌적
585.8,24.3,25.1,9.061098221191028,2,CO2 양호,최적 쾌적
854.8,35.5,23.66,7.827122058419559,2,CO2 양호,최적 쾌적
643.0,24.4,25.1,9.945862335653517,2,CO2 양호,최적 쾌적
638.5,33.5,24.65,20.212092434314656,2,CO2 양호,최적 쾌적
578.2,23.4,25.1,8.94354215003867,2,CO2 양호,최적 쾌적
656.3333333333334,33.833333333333336,24.600000000000005,20.77661707291337,2,CO2 양호,최적 쾌적
866.0,35.333333333333336,23.666666666666668,7.9296767695266,2,CO2 양호,최적 쾌적
585.2,23.5,25.1,9.051817478731632,2,CO2 양호,최적 쾌적
670.0,33.75,24.6,21.209243431465655,2,CO2 양호,최적 쾌적
851.6666666666666,35.5,23.666666666666668,7.798431157097946,2,CO2 양호,최적 쾌적
573.6,23.6,25.140000000000004,8.872389791183295,2,CO2 양호,최적 쾌적
663.0,33.875,24.625000000000004,20.987654320987655,2,CO2 양호,최적 쾌적
865.5,35.5,23.65,7.925098434209322,2,CO2 양호,최적 쾌적
733.0,25.0,25.2,11.33797370456303,2,CO2 양호,최적 쾌적
644.2,23.4,25.1,9.964423820572312,2,CO2 양호,최적 쾌적
670.5,33.875,24.6,21.225071225071225,2,CO2 양호,최적 쾌적
867.0,35.5,23.733333333333334,7.938833440161158,2,CO2 양호,최적 쾌적
644.4,24.0,25.1,9.96751740139211,2,CO2 양호,최적 쾌적
666.6666666666666,34.0,24.600000000000005,21.10372480742851,2,CO2 양호,최적 쾌적
874.5,35.5,23.7,8.007508469920337,2,CO2 양호,최적 쾌적
704.0,24.8,25.1,10.889404485692188,2,CO2 양호,최적 쾌적
667.5,34.0,24.725,21.130104463437796,2,CO2 양호,최적 쾌적
886.75,35.625,23.725,8.119677685193665,2,CO2 양호,최적 쾌적
907.0,36.0,23.7,8.305100265543448,2,CO2 양호,최적 쾌적
713.2,25.0,25.120000000000005,11.031709203402938,2,CO2 양호,최적 쾌적
658.5,34.0,24.7,20.84520417853751,2,CO2 양호,최적 쾌적
760.0,25.5,25.1,11.755607115235884,2,CO2 양호,최적 쾌적
669.6,33.8,24.68,21.196581196581196,2,CO2 양호,최적 쾌적
942.3333333333334,36.0,23.733333333333334,8.628635961297807,2,CO2 양호,최적 쾌적
698.8,25.1,25.119999999999997,10.808971384377415,2,CO2 양호,최적 쾌적
667.5,34.0,24.65,21.130104463437796,2,CO2 양호,최적 쾌적
1001.5,36.5,23.85,9.170405640509111,2,CO2 주의,최적 쾌적
1010.6666666666666,36.5,23.766666666666666,9.254341787992553,2,CO2 주의,최적 쾌적
671.0,34.0,24.766666666666666,21.240899018676796,2,CO2 양호,최적 쾌적
705.75,25.75,25.125000000000004,10.916473317865428,2,CO2 양호,최적 쾌적
727.3333333333334,25.75,25.183333333333337,11.250322248002062,2,CO2 양호,최적 쾌적
654.6666666666666,33.666666666666664,24.733333333333334,20.7238577608948,2,CO2 양호,최적 쾌적
1017.25,36.5,23.8,9.31462320300339,2,CO2 주의,최적 쾌적
739.4,25.8,25.160000000000004,11.436968290796596,2,CO2 양호,최적 쾌적
656.5,33.5,24.65,20.781893004115226,2,CO2 양호,최적 쾌적
1043.75,36.5,23.85,9.557274974819157,2,CO2 주의,최적 쾌적
677.4,33.2,24.7,21.44349477682811,2,CO2 양호,최적 쾌적
735.2,26.2,25.12,11.372003093580819,2,CO2 양호,최적 쾌적
1059.0,36.75,23.85,9.696914201996155,2,CO2 주의,최적 쾌적
1061.0,37.0,23.9,9.71522754326527,2,CO2 주의,최적 쾌적
744.0,26.5,25.2,11.508120649651971,2,CO2 양호,최적 쾌적
662.5,33.5,24.6,20.971826527382085,2,CO2 양호,최적 쾌적
1162.0,37.5,23.9,10.640051277355553,2,CO2 주의,최적 쾌적
758.8,26.7,25.2,11.737045630317091,2,CO2 양호,최적 쾌적
1161.2,37.5,23.98,10.632725940847909,2,CO2 주의,최적 쾌적
766.8,26.8,25.2,11.860788863109047,2,CO2 양호,최적 쾌적
677.0,33.666666666666664,24.733333333333334,21.43083254194365,2,CO2 양호,최적 쾌적
781.6,27.0,25.2,12.089713843774168,2,CO2 양호,최적 쾌적
667.0,33.5,24.633333333333336,21.114276669832226,2,CO2 양호,최적 쾌적
1166.6666666666667,37.5,23.899999999999995,10.682782406983488,2,CO2 주의,최적 쾌적
755.6,26.6,25.18,11.687548337200308,2,CO2 양호,최적 쾌적
679.5,33.5,24.625,21.50997150997151,2,CO2 양호,최적 쾌적
1141.0,37.25,23.9,10.447761194029852,2,CO2 주의,최적 쾌적
728.8,26.5,25.2,11.273008507347253,2,CO2 양호,최적 쾌적
672.0,33.5,24.65,21.27255460588794,2,CO2 양호,최적 쾌적
1138.3333333333333,37.5,23.899999999999995,10.423343405671032,2,CO2 주의,최적 쾌적
1152.0,37.166666666666664,23.899999999999995,10.54848457100998,2,CO2 주의,최적 쾌적
673.4,33.3,24.6,21.31687242798354,2,CO2 양호,최적 쾌적
739.0,26.5,25.140000000000004,11.430781129156998,2,CO2 양호,최적 쾌적
735.0,26.6,25.2,11.36890951276102,2,CO2 양호,최적 쾌적
686.5,33.5,24.549999999999997,21.73156062044951,2,CO2 양호,최적 쾌적
1173.0,37.5,23.85,10.740774654335684,2,CO2 주의,최적 쾌적
726.2,26.7,25.2,11.232791956689868,2,CO2 양호,최적 쾌적
675.5,33.375,24.6,21.38334916112694,2,CO2 양호,최적 쾌적
1144.0,37.5,23.85,10.475231205933524,2,CO2 주의,최적 쾌적
717.8,26.5,25.16,11.102861562258312,2,CO2 양호,최적 쾌적
682.6666666666666,33.333333333333336,24.53333333333333,21.610214202806795,2,CO2 양호,최적 쾌적
1112.0,37.0,23.9,10.18221774562769,2,CO2 주의,최적 쾌적
1148.0,37.5,23.875,10.511857888471752,2,CO2 주의,최적 쾌적
700.4,26.3,25.2,10.833720030935806,2,CO2 양호,최적 쾌적
681.6666666666666,33.5,24.600000000000005,21.57855861559565,2,CO2 양호,최적 쾌적
720.0,26.6,25.2,11.1368909512761,2,CO2 양호,최적 쾌적
684.0,33.5,24.566666666666663,21.65242165242165,2,CO2 양호,최적 쾌적
1176.0,37.5,23.9,10.768244666239356,2,CO2 주의,최적 쾌적
722.4,26.6,25.2,11.174013921113687,2,CO2 양호,최적 쾌적
680.5,33.5,24.5,21.54162709718265,2,CO2 양호,최적 쾌적
1160.3333333333333,37.666666666666664,23.933333333333337,10.624790159631292,2,CO2 주의,최적 쾌적
1148.0,38.0,24.0,10.511857888471752,2,CO2 주의,최적 쾌적
710.4,26.5,25.2,10.988399071925754,2,CO2 양호,최적 쾌적
703.4,33.7,24.54,22.26654004431782,2,CO2 양호,최적 쾌적
1109.6,37.8,24.059999999999995,10.160241736104751,2,CO2 주의,최적 쾌적
692.0,34.0,24.5,21.905666350110796,2,CO2 양호,최적 쾌적
697.75,26.5,25.2,10.792730085073472,2,CO2 양호,최적 쾌적
697.4,26.5,25.2,10.787316318638823,2,CO2 양호,최적 쾌적
680.5,34.0,24.475,21.54162709718265,2,CO2 양호,최적 쾌적
1089.6666666666667,37.166666666666664,24.0,9.977718768122578,2,CO2 주의,최적 쾌적
1074.0,37.0,24.1,9.834264261514514,2,CO2 주의,최적 쾌적
668.8,26.2,25.2,10.344934261407579,2,CO2 양호,최적 쾌적
672.5,34.0,24.45,21.28838239949351,2,CO2 양호,최적 쾌적
681.2,34.3,24.5,21.563786008230455,2,CO2 양호,최적 쾌적
1038.5,36.875,24.1,9.509202453987731,2,CO2 주의,최적 쾌적
632.4,26.0,25.2,9.781902552204174,2,CO2 양호,최적 쾌적
1018.0,36.5,24.15,9.321490705979306,2,CO2 주의,최적 쾌적
680.5,34.5,24.45,21.54162709718265,2,CO2 양호,최적 쾌적
643.8,26.2,25.2,9.958236658932712,2,CO2 양호,최적 쾌적
664.2,26.4,25.2,10.273781902552203,2,CO2 양호,최적 쾌적
683.0,34.5,24.5,21.62076606521051,2,CO2 양호,최적 쾌적
993.6666666666666,36.5,24.166666666666668,9.098678387205078,2,CO2 양호,최적 쾌적
635.0,26.0,25.2,9.822119102861562,2,CO2 양호,최적 쾌적
678.5,34.5,24.4,21.478315922760366,2,CO2 양호,최적 쾌적
984.0,36.0,24.15,9.01016390440436,2,CO2 양호,최적 쾌적
646.25,26.5,25.2,9.99613302397525,2,CO2 양호,최적 쾌적
682.3333333333334,34.5,24.433333333333337,21.599662340403082,2,CO2 양호,최적 쾌적
962.6,36.0,24.3,8.814211152824834,2,CO2 양호,최적 쾌적
925.0,35.5,24.25,8.46992033696548,2,CO2 양호,최적 쾌적
662.5,27.0,25.2,10.247486465583913,2,CO2 양호,최적 쾌적
670.0,34.75,24.5,21.209243431465655,2,CO2 양호,최적 쾌적
